Question,Answer
Emirhan Yetiş kimdir?,"Emirhan Yetiş Fırat Üniversite kurumunda Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İnsan Kaynakları Yönetimi, Organizasyon ve Yönetim Teorisi, Örgüt Kültürü, Örgütsel Davranış, Strateji"
Zulhecce Abdureşit kimdir?,Zulhecce Abdureşit Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Güney-Doğu (Yeni Uygur/Özbek) Türk Lehçeleri ve Edebiyatları
Leyla Uşengül kimdir?,"Leyla Uşengül Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim, Eğitim Teknolojisi ve Bilgi İşlem"
Aziz Saraçoğlu kimdir?,Aziz Saraçoğlu Fırat Üniversite kurumunda Dr. Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Jeodezi
Mehmet Yaz kimdir?,Mehmet Yaz Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kaplama Teknolojisi
Metin Gültekin kimdir?,"Metin Gültekin Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İletişim Sosyolojisi, Kültür Sosyolojisi"
Fazilet Erman kimdir?,Fazilet Erman Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Hücre Metabolizması
Zübeyde Ercan kimdir?,"Zübeyde Ercan Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Tıbbi Fizyoloji, Fizyopatoloji, Egzersiz Fizyolojisi"
Gökhan Çelen kimdir?,"Gökhan Çelen Fırat Üniversite kurumunda Dr. Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Siyaset Bilimi, Siyasal Teori ve Siyaset Felsefesi, Avrupa Siyasi Tarihi"
Meltem Öğrenmiş kimdir?,"Meltem Öğrenmiş Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Matematik, Cebirsel ve Diferansiyel Geometri"
Murat Erdağ kimdir?,Murat Erdağ Fırat Üniversite kurumunda Yrd. Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ophthalmology
Mehmet Anıl Kıtkıt kimdir?,"Mehmet Anıl Kıtkıt Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Makro İktisat, Davranışsal İktisat, Finans ve Yatırım"
Sinan Kapan kimdir?,"Sinan Kapan Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kimyasal Termodinamik ve Enerji Bilimi, Enerji ve Yakmada Kimyasal ve Termal Süreçler, Makine Mühendisliği"
Metin Koparır kimdir?,Metin Koparır Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Moleküler Görüntüleme
Emre Bulut kimdir?,"Emre Bulut Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Finans ve Yatırım, Finans, Finansal Ekonometri, Finansal Piyasalar ve Kurumlar, Finans ve Yatırım (Diğer), Muhasebe, Denetim ve Mali Sorumluluk, Finansal Muhasebe"
Rojbin Tekin kimdir?,"Rojbin Tekin Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilgi ve Bilgi İşleme Bilimleri, Adli Bilişim, Sistem ve Ağ Güvenliği, Siber Güvenlik ve Gizlilik (Diğer)"
Hüsamettin Yıldırım kimdir?,"Hüsamettin Yıldırım Fırat Üniversite kurumunda Yrd. Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Felsefe, Din Felsefesi, Din, Toplum ve Kültür Araştırmaları"
Merve Hacer Duran kimdir?,"Merve Hacer Duran Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ağız, Diş ve Çene Radyolojisi"
İbrahim Yılmazçelik kimdir?,İbrahim Yılmazçelik Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yakınçağ Tarihi
Yavuz Erol kimdir?,"Yavuz Erol Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Fotonik, Optoelektronik ve Optik İletişim, Mühendislik Elektromanyetiği, Elektronik, Fotonik ve Elektro-Optik Cihazlar, Sensörler ve Sistemler (İletişim Hariç)"
Hülya Kaftelen Odabaşı kimdir?,"Hülya Kaftelen Odabaşı Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Mühendislik, Malzeme Bilimi ve Teknolojileri, Havacılık Malzemeleri"
Haşim Pıhtılı kimdir?,Haşim Pıhtılı Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kompozit ve Hibrit Malzemeler
Fırat Gülerdoğan kimdir?,Fırat Gülerdoğan Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eski Yunan ve Roma Tarihi
Ayşe Çiğdem Yar kimdir?,Ayşe Çiğdem Yar Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Matematik
Nevin Kocaman kimdir?,Nevin Kocaman Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Histology and Embryology
Eyyüp Yıldırım kimdir?,Eyyüp Yıldırım Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Egzersiz ve Spor Bilimleri
Zafer Çambay kimdir?,"Zafer Çambay Fırat Üniversite kurumunda Yrd. Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Biyoloji, Hayvan Hücresi ve Moleküler Biyoloji, Tıbbi Biyokimya ve Metabolomik, Tıbbi Fizyoloji"
Nevin Çelik kimdir?,"Nevin Çelik Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Akışkan Akışı, Isı ve Kütle Transferinde Deneysel Yöntemler"
Yelda Usal kimdir?,"Yelda Usal Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Güzel Sanatlar Eğitimi, Güzel Sanatlar, Disiplinlerarası Sanat"
Belkıs Orhan kimdir?,Belkıs Orhan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkçe ve Sosyal Bilimler Eğitimi
Ali Sercan Yaratan kimdir?,"Ali Sercan Yaratan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Artırılmış Gerçeklik, Yapay Zeka (Diğer), Mimari Miras ve Koruma"
Fatma Keser kimdir?,"Fatma Keser Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Analitik Spektrometri, Organik Kimya, Tıbbi ve Biyomoleküler Kimya"
İmam Bakır Arabacı kimdir?,"İmam Bakır Arabacı Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim, Eğitim Yönetimi"
Murat Tuncer kimdir?,"Murat Tuncer Fırat Üniversite kurumunda Dr. Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Çocuk Edebiyatı , Okul Öncesi Eğitim, Çocuk Gelişimi Eğitimi"
Esra İnce kimdir?,"Esra İnce Fırat Üniversite kurumunda Dr. Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilgi Güvenliği ve Kriptoloji, Analog Elektronik ve Arayüzler/ Bağdaştıcılar, Elektronik"
Ömer Faruk Yakut kimdir?,"Ömer Faruk Yakut Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilgi ve Bilgi İşleme Bilimleri, Adli Bilişim, Dijital Adli Tıp, Siber İstihbarat, Siber Güvenlik Politikaları, Siber suç"
Selçuk Karataş kimdir?,"Selçuk Karataş Fırat Üniversite kurumunda Dr. Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Malzeme Mühendisliği, Kaplama Teknolojisi"
ALPER Başa kimdir?,"ALPER Başa Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Göz Hastalıkları, Sağlık Bilimleri, Hayvan Beslenmesi, Hayvan Koruma, Hayvan Refahı, Veteriner Cerrahi"
Mustafa Ulaş kimdir?,"Mustafa Ulaş Fırat Üniversite kurumunda Doç. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Makine Öğrenme, Veri Madenciliği ve Bilgi Keşfi, Yapay Zeka"
Yeşim Eroğlu kimdir?,Yeşim Eroğlu Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Radyoloji ve Organ Görüntüleme
Aybala Türkmen kimdir?,"Aybala Türkmen Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Siyaset Bilimi, Anayasa ve Siyasal Kurumlar, Karşılaştırmalı Siyasi Hareketler, Siyasal Akımlar, Siyasi Düşünce Tarihi, Türk Siyasal Hayatı, Spor Sosyolojisi, Sosyal Psikoloji, Spor ve Dinlence İşletmeciliği"
M. Deniz Turan kimdir?,"M. Deniz Turan Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kimyasal-Biyolojik Kazanma Teknikleri ve Cevher Hazırlama, Üretim Metalurjisi"
Sabah Al-jaf kimdir?,Sabah Al-jaf Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Gıda Bilimleri
Ali Gürel kimdir?,Ali Gürel Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İç Hastalıkları
Rabia Nur Sağlam kimdir?,Rabia Nur Sağlam Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İnşaat Mühendisliği
Akın Odabaşı kimdir?,Akın Odabaşı Fırat Üniversite kurumunda Yrd. Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Malzeme Bilimi ve Teknolojileri
Mustafa Özdemir kimdir?,"Mustafa Özdemir Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Enerji, Nanoteknoloji"
Sencer Ünal kimdir?,Sencer Ünal Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Elektrik Mühendisliği
Gülsüm Tuğçe Çetin kimdir?,"Gülsüm Tuğçe Çetin Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İngiliz ve İrlanda Dili, Edebiyatı ve Kültürü"
Ebru Cavlak Aslan kimdir?,"Ebru Cavlak Aslan Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Uygulamalı Matematik, Uygulamalı Matematik (Diğer)"
Shabnam Farzalı kimdir?,"Shabnam Farzalı Fırat Üniversite kurumunda Yrd. Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Hidrobiyoloji, Balık Yetiştiriciliği, Balık Zararlıları ve Hastalıkları"
Murat Tanrısever kimdir?,"Murat Tanrısever Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Veteriner Bilimleri, Veteriner Cerrahi"
Esma Sarışın kimdir?,Esma Sarışın Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ulaştırma Mühendisliği
Ragıp Pala kimdir?,Ragıp Pala Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Antrenman
Niyazi Furkan Bar kimdir?,"Niyazi Furkan Bar Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kuantum Hesaplama, Bilgisayar Yazılımı, Kuantum Mühendislik Sistemleri (Bilgisayar ve İletişim Dahil)"
Mehmet Yaşar kimdir?,"Mehmet Yaşar Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Astronomik Bilimler, Atomik, Moleküler ve Optik Fizik, Plazma Fiziği; Füzyon Plazmaları; Elektrik Deşarjları, Mezosferik, Termosferik, İyonosferik ve Manyetosferik Fizik"
Hussein Farooq Tayeb Alsaadawi kimdir?,"Hussein Farooq Tayeb Alsaadawi Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilgisayar Görüşü, Multimodal Analiz ve Sentez, Duygusal Bilgi İşleme, Yazılım ve Uygulama Güvenliği, Modelleme ve Simülasyon"
Calibe Koç Taşgın kimdir?,"Calibe Koç Taşgın Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yer Bilimleri ve Jeoloji Mühendisliği, Genel Jeoloji"
İzzet Taşar kimdir?,"İzzet Taşar Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Makro İktisat, Büyüme"
Tuba Bayir kimdir?,"Tuba Bayir Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Animal Science, Genetics and Biostatistics"
Veysel Yiğen kimdir?,Veysel Yiğen Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkçe ve Sosyal Bilimler Eğitimi
Gökhan Parla kimdir?,"Gökhan Parla Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Elektrik Makineleri ve Sürücüler, Elektrik Tesisleri, Fotovoltaik Güç Sistemleri, Yüksek Gerilim, Yenilenebilir Enerji Sistemleri"
Bahar Acay Öztürk kimdir?,"Bahar Acay Öztürk Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Mathematical Physics (Other), Numerical Solution of Differential and Integral Equations, Numerical Analysis, Numerical and Computational Mathematics (Other), Ordinary Differential Equations, Difference Equations and Dynamical Systems, Biological Mathematics, Applied Mathematics (Other)"
Sevda Çilem Ayar Vargün kimdir?,"Sevda Çilem Ayar Vargün Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türk Dili ve Edebiyatı, Klasik Türk Edebiyatı"
Pinar Karatepe kimdir?,"Pinar Karatepe Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Gıda Bilimleri, Et Teknolojisi, Fermantasyon Teknolojisi, Gıda Ambalajlama, Saklama ve İşleme, Gıda Biyoteknolojisi, Gıda Kimyası ve Gıda Sensör Bilimi, Gıda Mikrobiyolojisi, Gıda Teknolojileri, Süt Teknolojisi, Veteriner Gıda Hijyeni ve Teknolojisi"
Ibrahim Isah Nasıdı kimdir?,Ibrahim Isah Nasıdı Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Fizik
Elif Polat kimdir?,Elif Polat Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ortadoğu Çalışmaları
Cihangir Kale kimdir?,"Cihangir Kale Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Enerji Sistemleri Mühendisliği, Enerji, Yenilenebilir Enerji Sistemleri"
Osman Kağan Ergür kimdir?,Osman Kağan Ergür Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Vergi Hukuku
Batuhan Selvi kimdir?,"Batuhan Selvi Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İkinci Bir Dil Olarak İngilizce, Uygulamalı Dilbilim ve Eğitim Dilbilimi"
Esef Bolat kimdir?,Esef Bolat Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Anesteziyoloji
Murat Dabak kimdir?,Murat Dabak Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Veteriner Bilimleri
Sefa Key kimdir?,"Sefa Key Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ortopedi, Sağlık Bilimleri"
Mustafa Boyrazlı kimdir?,"Mustafa Boyrazlı Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kimyasal-Biyolojik Kazanma Teknikleri ve Cevher Hazırlama, Üretim Metalurjisi"
Maksut Seloğlu kimdir?,"Maksut Seloğlu Fırat Üniversite kurumunda Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İnşaat Mühendisliği, Ulaştırma Mühendisliği, Yapı Malzemeleri"
Cemal Ural kimdir?,Cemal Ural Fırat Üniversite kurumunda Dr. Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Hadis
Vedat Savaş kimdir?,Vedat Savaş Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Makine Tasarımı ve Makine Elemanları
Şenol Çakmak kimdir?,"Şenol Çakmak Fırat Üniversite kurumunda Dr. Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İslam Mezhepleri Tarihi, İslam Araştırmaları, Kelam"
Cemre İşler kimdir?,Cemre İşler Fırat Üniversite kurumunda Yrd. Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim
Oğuzhan Özdemir kimdir?,Oğuzhan Özdemir Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Öğretim Teknolojileri
Hakan Aydın kimdir?,Hakan Aydın Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ulaştırma Mühendisliği
Emir Dönder kimdir?,Emir Dönder Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim
Aytül Yıldırım kimdir?,Aytül Yıldırım Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bitki Besleme ve Toprak Verimliliği
Bedirhan Ünlü kimdir?,Bedirhan Ünlü Fırat Üniversite kurumunda Dr. Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkiye Sahası Yeni Türk Edebiyatı
Celal Kıstak kimdir?,"Celal Kıstak Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Experimental Methods in Fluid Flow, Heat and Mass Transfer, Computational Methods in Fluid Flow, Heat and Mass Transfer (Incl. Computational Fluid Dynamics), Energy, Energy Efficiency, Energy Generation, Conversion and Storage (Excl. Chemical and Electrical)"
Ayşe Ülkü Kan kimdir?,Ayşe Ülkü Kan Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Programları ve Öğretim (Diğer)
Seda Hekim kimdir?,"Seda Hekim Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Atomik, Moleküler ve Optik Fizik, Atomik, Moleküler ve Optik Fizik (Diğer)"
Bekir Akgün kimdir?,Bekir Akgün Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Beyin ve Sinir Cerrahisi (Nöroşirurji)
İbrahim Murat Özgüler kimdir?,İbrahim Murat Özgüler Fırat Üniversite kurumunda Doç. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kalp ve Damar Cerrahisi
İrem Taşcı kimdir?,İrem Taşcı Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Neurology and Neuromuscular Diseases
Prof. Dr. Yasin Varol kimdir?,Prof. Dr. Yasin Varol Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İçten Yanmalı Motorlar
Ferhat Balgetir kimdir?,Ferhat Balgetir Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Nöroloji ve Nöromüsküler Hastalıklar
Zeynep Nur Duman kimdir?,"Zeynep Nur Duman Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ulaşım Planlaması, Ulaşım ve Trafik"
Kübra Melis Avcu kimdir?,Kübra Melis Avcu Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sosyal Bilgiler Eğitimi
